id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
2341,A,WH2,7,105,Traffic,2025-12-13
2342,D,WH2,8,79,None,2025-01-02
2343,B,WH2,8,78,Traffic,2024-11-30
2344,C,WH4,10,104,Mechanical,2025-02-27
2345,E,WH4,8,33,None,2025-05-21
2346,J,WH1,7,114,Mechanical,2025-09-15
2347,D,WH1,9,83,Mechanical,2025-01-15
2348,H,WH2,5,12,None,2024-12-17
2349,I,WH3,8,72,Mechanical,2024-10-26
2350,G,WH4,5,9,Weather,2025-10-08
2351,C,WH3,3,1,Traffic,2025-05-11
2352,I,WH4,9,9,Weather,2024-08-21
2353,B,WH4,4,111,Mechanical,2024-10-22
2354,A,WH1,2,34,Weather,2024-10-28
2355,E,WH2,2,43,None,2025-11-13
2356,C,WH2,6,51,Mechanical,2025-10-09
2357,I,WH4,3,7,Mechanical,2025-12-14
2358,I,WH1,1,37,Mechanical,2025-03-15
2359,A,WH1,8,99,Traffic,2024-12-07
2360,F,WH1,5,47,Weather,2024-01-19
2361,E,WH2,10,103,Weather,2024-10-07
2362,D,WH1,2,58,Traffic,2024-03-30
2363,I,WH2,6,116,Mechanical,2024-01-23
2364,H,WH2,8,106,Mechanical,2024-03-25
2365,F,WH1,1,30,None,2025-01-14
2366,C,WH3,6,111,None,2025-03-19
2367,E,WH4,3,106,Weather,2025-02-08
2368,F,WH2,2,116,Traffic,2025-08-05
2369,I,WH3,10,74,Weather,2025-11-11
2370,F,WH4,8,16,Traffic,2024-09-19
2371,C,WH2,3,27,Weather,2024-02-15
2372,G,WH3,3,86,Traffic,2025-10-12
2373,F,WH4,6,38,Traffic,2025-07-14
2374,J,WH4,5,26,Weather,2024-10-17
2375,C,WH2,4,74,Weather,2024-07-08
2376,C,WH3,3,7,Mechanical,2024-09-09
2377,F,WH2,4,114,None,2024-12-08
2378,G,WH4,9,1,None,2024-01-26
2379,C,WH2,8,98,Mechanical,2025-10-25
2380,D,WH2,1,74,Traffic,2025-04-22
2381,F,WH1,4,69,None,2024-09-25
2382,A,WH3,9,52,Traffic,2024-01-04
2383,A,WH1,5,73,Mechanical,2024-02-21
2384,J,WH1,6,1,Mechanical,2024-12-06
2385,C,WH4,6,118,Mechanical,2025-07-25
2386,D,WH1,5,114,Weather,2025-10-15
2387,I,WH3,4,49,None,2024-08-01
2388,I,WH3,8,108,Traffic,2025-06-06
2389,G,WH4,7,75,None,2025-03-05
2390,E,WH2,3,49,Weather,2024-06-29
2391,G,WH3,4,88,Weather,2024-08-16
2392,F,WH4,3,90,Weather,2024-11-06
2393,H,WH2,5,41,Weather,2024-08-10
2394,J,WH3,1,54,Traffic,2024-11-06
2395,J,WH4,1,110,Weather,2025-07-17
2396,D,WH2,9,112,Traffic,2025-04-05
2397,G,WH1,2,24,None,2024-05-23
2398,C,WH4,1,33,None,2024-08-26
2399,C,WH3,6,72,None,2025-02-22
2400,J,WH1,9,113,Mechanical,2024-09-05
2401,D,WH2,1,44,None,2025-06-20
2402,I,WH3,1,66,Traffic,2024-04-22
2403,F,WH3,4,11,Mechanical,2024-10-18
2404,A,WH1,8,119,Weather,2024-12-28
2405,D,WH3,1,106,None,2025-05-29
2406,I,WH2,2,24,Mechanical,2024-10-24
2407,J,WH1,2,99,Mechanical,2025-10-07
2408,C,WH1,1,58,Mechanical,2024-11-17
2409,J,WH3,3,69,Mechanical,2024-05-01
2410,C,WH2,7,44,Weather,2024-03-12
2411,G,WH2,3,3,Weather,2025-07-16
2412,B,WH3,6,11,Mechanical,2025-06-29
2413,D,WH1,8,69,Weather,2025-04-09
2414,J,WH2,1,15,Traffic,2024-02-18
2415,A,WH1,1,61,Weather,2024-02-24
2416,E,WH3,10,77,None,2024-03-31
2417,B,WH4,9,92,Mechanical,2024-02-25
2418,A,WH2,2,55,None,2024-08-15
2419,I,WH4,5,17,Weather,2024-07-24
2420,B,WH4,4,63,Mechanical,2024-02-26
2421,H,WH2,2,33,Weather,2024-08-07
2422,J,WH1,2,4,Weather,2024-09-30
2423,H,WH4,6,111,None,2025-02-20
2424,A,WH4,7,46,Mechanical,2025-03-20
2425,I,WH3,8,100,Weather,2025-01-01
2426,B,WH2,8,28,Traffic,2025-02-28
2427,F,WH4,7,61,Mechanical,2024-02-09
2428,A,WH2,4,12,None,2025-10-28
2429,F,WH4,7,44,Mechanical,2025-10-08
2430,H,WH1,8,118,Traffic,2025-07-03
2431,C,WH1,8,31,None,2025-06-09
2432,E,WH3,4,114,None,2025-11-19
2433,I,WH3,6,112,Weather,2025-04-10
2434,H,WH2,3,75,None,2025-04-26
2435,I,WH1,8,77,Weather,2024-03-07
2436,J,WH4,2,100,None,2024-02-05
2437,J,WH4,9,116,Mechanical,2024-10-21
2438,I,WH2,10,23,Weather,2024-11-03
2439,D,WH4,1,69,Weather,2025-05-09
2440,D,WH3,5,81,Traffic,2025-11-16
2441,F,WH1,5,75,Mechanical,2024-06-19
2442,I,WH3,5,40,None,2024-06-26
2443,E,WH1,1,78,Mechanical,2025-12-18
2444,E,WH2,9,50,Traffic,2024-01-19
2445,H,WH3,2,39,Mechanical,2024-02-18
2446,A,WH2,8,76,Weather,2025-04-25
2447,A,WH4,3,10,Traffic,2025-11-07
2448,E,WH2,7,25,None,2025-05-05
2449,E,WH2,5,39,Mechanical,2025-02-22
2450,H,WH3,5,16,Weather,2024-01-25
2451,G,WH1,6,43,None,2025-12-13
2452,F,WH1,1,101,None,2024-06-22
2453,A,WH4,1,111,Mechanical,2024-12-05
2454,H,WH3,4,35,Mechanical,2024-09-23
2455,J,WH2,7,45,Mechanical,2024-04-13
2456,J,WH2,9,96,None,2024-12-06
2457,I,WH1,2,51,Weather,2025-05-13
2458,C,WH1,5,55,Weather,2024-07-25
2459,C,WH4,5,113,Mechanical,2024-01-05
2460,A,WH2,8,28,Traffic,2025-11-30
2461,D,WH1,5,108,Weather,2025-10-13
2462,H,WH4,2,51,Traffic,2024-10-28
2463,G,WH4,10,43,Traffic,2025-08-03
2464,A,WH3,1,110,Weather,2025-05-12
2465,F,WH4,2,28,None,2025-10-04
2466,I,WH2,8,65,Weather,2025-11-06
2467,J,WH2,3,49,Traffic,2024-07-28
2468,G,WH3,4,84,Traffic,2024-03-28
2469,D,WH3,9,57,Mechanical,2024-09-06
2470,D,WH2,1,39,Mechanical,2024-12-22
2471,F,WH1,8,25,Traffic,2024-02-03
2472,G,WH4,6,119,Mechanical,2025-02-17
2473,H,WH4,3,6,Mechanical,2024-04-21
2474,A,WH2,1,89,None,2025-03-17
2475,D,WH3,10,110,Mechanical,2025-06-25
2476,D,WH3,5,13,Weather,2024-12-04
2477,F,WH2,3,69,Weather,2025-09-28
2478,D,WH1,7,74,Mechanical,2025-04-13
2479,I,WH4,7,48,None,2025-07-14
2480,D,WH2,4,82,None,2024-07-01
2481,D,WH4,10,104,Mechanical,2025-08-31
2482,J,WH4,2,28,Traffic,2024-08-09
2483,A,WH2,9,110,Traffic,2025-11-13
2484,B,WH3,3,35,None,2024-03-04
2485,E,WH2,1,23,Weather,2025-12-15
2486,I,WH1,10,82,Mechanical,2025-09-11
2487,H,WH3,6,66,Mechanical,2025-11-15
2488,J,WH4,8,7,None,2025-10-27
2489,H,WH4,8,25,Weather,2025-06-29
2490,B,WH1,6,105,Weather,2024-11-23
2491,B,WH1,2,98,None,2025-10-14
2492,E,WH2,2,21,Traffic,2024-04-05
2493,G,WH2,1,73,Weather,2024-02-06
2494,D,WH2,2,117,Weather,2024-08-22
2495,H,WH3,2,82,Traffic,2025-11-03
2496,B,WH4,3,18,None,2024-03-29
2497,F,WH2,6,93,Mechanical,2025-11-23
2498,D,WH2,1,53,None,2025-06-07
2499,G,WH1,4,108,Traffic,2025-12-20
2500,A,WH1,7,5,None,2025-09-01
2501,C,WH2,5,15,None,2024-06-24
2502,F,WH3,9,99,None,2025-11-23
2503,J,WH3,5,82,Weather,2025-12-26
2504,A,WH2,7,43,Mechanical,2025-12-18
2505,I,WH4,2,53,Traffic,2025-04-16
2506,E,WH2,8,13,Mechanical,2024-03-11
2507,C,WH4,1,75,Weather,2025-03-12
2508,J,WH1,10,29,Traffic,2024-05-01
2509,B,WH2,4,52,Mechanical,2025-05-27
2510,F,WH4,5,28,None,2025-04-17
2511,G,WH4,1,70,Traffic,2025-02-15
2512,H,WH4,8,63,Weather,2024-07-17
2513,C,WH1,2,92,Weather,2024-06-22
2514,F,WH1,6,87,Mechanical,2025-06-02
2515,G,WH3,1,58,Mechanical,2025-07-22
2516,G,WH2,2,52,Weather,2025-07-16
2517,A,WH1,6,59,Traffic,2025-08-04
2518,I,WH2,3,68,Traffic,2024-11-18
2519,E,WH4,3,30,None,2024-02-12
2520,D,WH4,2,112,Traffic,2024-02-07
2521,D,WH3,9,21,Traffic,2025-08-19
2522,A,WH3,8,98,Traffic,2024-10-31
2523,D,WH2,4,100,Weather,2024-11-24
2524,D,WH3,1,78,None,2024-08-01
2525,A,WH1,8,106,Weather,2025-10-10
2526,J,WH2,3,39,Traffic,2024-02-22
2527,I,WH2,10,0,Weather,2025-06-20
2528,C,WH2,9,30,Weather,2024-05-04
2529,G,WH2,3,92,Weather,2025-01-19
2530,B,WH1,6,22,Traffic,2024-04-14
2531,J,WH1,10,95,Mechanical,2025-07-31
2532,A,WH4,8,92,Weather,2025-12-12
2533,I,WH4,6,17,Mechanical,2024-10-17
2534,I,WH1,6,10,None,2024-08-27
2535,F,WH1,7,97,Traffic,2024-06-23
2536,G,WH2,10,72,Traffic,2024-04-05
2537,J,WH2,2,56,Traffic,2024-08-25
2538,D,WH1,4,63,Mechanical,2025-02-18
2539,J,WH2,9,58,Mechanical,2024-01-26
2540,I,WH3,10,76,None,2024-12-14
2541,J,WH2,6,0,Traffic,2024-01-31
2542,F,WH1,1,76,Traffic,2025-10-29
2543,C,WH2,2,32,Mechanical,2024-08-04
2544,H,WH4,9,96,Traffic,2024-06-13
2545,C,WH3,5,38,Weather,2024-10-11
2546,E,WH1,4,42,Traffic,2025-09-11
2547,H,WH1,4,109,None,2024-08-19
2548,I,WH4,8,104,Traffic,2024-11-10
2549,F,WH3,1,63,Traffic,2024-01-13
2550,G,WH1,1,49,Mechanical,2024-11-27
2551,F,WH1,5,23,Mechanical,2024-04-05
2552,H,WH4,1,56,None,2025-12-28
2553,H,WH3,3,111,Mechanical,2025-06-06
2554,F,WH2,9,56,None,2025-06-24
2555,D,WH3,3,6,None,2024-07-28
2556,H,WH2,4,101,Mechanical,2025-12-05
2557,H,WH1,6,47,None,2025-09-18
2558,J,WH2,7,103,Weather,2024-05-06
2559,A,WH3,1,95,None,2024-08-20
2560,H,WH2,8,12,Weather,2024-10-27
2561,I,WH3,1,17,Traffic,2025-10-16
2562,C,WH3,9,42,Mechanical,2024-07-18
2563,A,WH3,8,77,Traffic,2025-11-02
2564,I,WH2,7,35,Traffic,2025-08-13
2565,I,WH3,5,10,Weather,2024-12-15
2566,G,WH4,3,23,Traffic,2024-08-24
2567,D,WH3,5,28,Mechanical,2024-06-25
2568,G,WH2,8,85,None,2024-08-13
2569,D,WH2,3,75,Weather,2025-09-13
2570,G,WH2,1,106,Traffic,2024-02-25
2571,G,WH3,7,65,None,2024-11-24
2572,C,WH1,10,28,Weather,2024-10-15
2573,J,WH4,2,74,None,2024-10-04
2574,A,WH3,2,60,Weather,2025-12-21
2575,I,WH2,8,38,Mechanical,2025-12-09
2576,C,WH4,2,48,None,2025-08-25
2577,A,WH1,2,65,Traffic,2024-07-08
2578,I,WH1,3,48,Mechanical,2025-01-10
2579,G,WH2,1,42,Weather,2025-03-24
2580,I,WH1,4,17,Weather,2024-08-22
2581,F,WH4,6,115,Weather,2024-08-02
2582,J,WH3,10,44,None,2024-07-21
2583,I,WH4,7,64,Traffic,2024-03-11
2584,F,WH2,9,78,Mechanical,2025-02-20
2585,G,WH1,7,39,Mechanical,2024-11-10
2586,C,WH3,3,77,Mechanical,2025-07-20
2587,B,WH2,3,61,None,2025-11-16
2588,F,WH4,10,89,Mechanical,2025-02-19
2589,C,WH4,1,49,Mechanical,2025-10-31
2590,G,WH3,9,33,Weather,2024-02-18
2591,E,WH1,9,48,None,2025-10-08
2592,I,WH2,9,16,None,2024-04-09
2593,E,WH2,8,16,Traffic,2024-08-12
2594,E,WH4,7,89,None,2025-08-12
2595,G,WH3,4,106,Mechanical,2024-10-01
2596,F,WH1,3,94,Traffic,2025-04-04
2597,F,WH2,1,102,None,2024-04-23
2598,H,WH3,5,18,Weather,2024-01-11
2599,J,WH1,5,120,Mechanical,2025-09-20
2600,J,WH4,2,116,Weather,2024-09-13
2601,I,WH2,1,40,Weather,2024-08-17
2602,I,WH4,9,14,Weather,2025-01-15
2603,J,WH2,4,120,Weather,2025-04-30
2604,E,WH3,7,72,Weather,2024-03-16
2605,C,WH3,3,10,Weather,2024-09-19
2606,D,WH3,2,24,Mechanical,2025-12-16
2607,G,WH3,4,61,Mechanical,2024-04-12
2608,E,WH1,6,3,None,2025-09-04
2609,J,WH2,1,19,Traffic,2025-10-19
2610,E,WH2,5,101,Traffic,2025-04-17
2611,F,WH3,2,99,Mechanical,2024-06-08
2612,J,WH4,10,12,None,2024-01-22
2613,E,WH2,2,61,Weather,2024-10-13
2614,C,WH1,8,20,Weather,2025-01-24
2615,I,WH4,9,115,Traffic,2024-06-21
2616,C,WH3,9,2,Traffic,2025-04-04
2617,D,WH1,10,8,Traffic,2024-02-05
2618,F,WH1,4,31,None,2024-11-29
2619,G,WH3,6,78,None,2024-05-25
2620,D,WH4,4,116,Weather,2024-02-04
2621,J,WH1,7,95,Weather,2024-09-21
2622,D,WH3,9,77,Traffic,2024-04-22
2623,C,WH2,6,26,None,2024-02-12
2624,C,WH4,2,108,Mechanical,2025-08-17
2625,C,WH2,8,21,Mechanical,2025-02-05
2626,H,WH4,7,89,Weather,2024-04-27
2627,A,WH3,9,10,Mechanical,2024-10-17
2628,F,WH4,3,102,Weather,2025-06-19
2629,G,WH1,2,38,Mechanical,2024-10-03
2630,C,WH4,10,68,Weather,2025-09-14
2631,J,WH3,4,105,None,2025-07-05
2632,A,WH1,8,109,Traffic,2025-07-16
2633,F,WH1,9,72,None,2024-12-15
2634,I,WH1,9,92,Weather,2025-05-17
2635,D,WH2,1,53,None,2024-02-26
2636,I,WH3,9,72,Mechanical,2024-04-19
2637,E,WH3,8,44,Mechanical,2025-07-30
2638,I,WH3,8,37,Weather,2025-10-31
2639,B,WH1,1,83,Traffic,2024-05-01
2640,F,WH3,4,31,Mechanical,2025-11-02
2641,H,WH2,8,104,None,2025-03-17
2642,I,WH2,8,38,Traffic,2024-09-10
2643,F,WH1,10,59,Mechanical,2025-12-18
2644,F,WH2,5,60,None,2024-11-15
2645,G,WH2,7,85,Mechanical,2024-12-12
2646,B,WH3,7,15,Mechanical,2024-03-23
2647,E,WH3,10,90,Mechanical,2024-11-11
2648,A,WH1,3,29,None,2025-06-23
2649,J,WH1,6,55,Weather,2024-10-27
2650,A,WH1,7,0,Traffic,2024-11-26
2651,J,WH3,4,34,Mechanical,2024-02-12
2652,E,WH2,8,75,Traffic,2025-03-20
2653,F,WH1,10,30,Traffic,2025-01-03
2654,D,WH2,9,88,None,2024-11-23
2655,I,WH1,9,2,Mechanical,2025-05-28
2656,B,WH1,3,25,None,2024-09-25
2657,I,WH4,2,96,Mechanical,2025-10-10
2658,B,WH2,3,6,Traffic,2024-02-27
2659,B,WH2,2,42,Traffic,2025-07-24
2660,G,WH3,8,57,Weather,2025-01-16
2661,E,WH4,3,7,Mechanical,2024-01-12
2662,J,WH2,1,11,Mechanical,2025-02-04
2663,A,WH2,5,22,None,2024-05-05
2664,H,WH3,3,19,Traffic,2024-07-27
2665,H,WH3,6,101,None,2024-09-28
2666,A,WH1,2,41,Weather,2024-09-10
2667,D,WH4,2,14,Weather,2024-03-05
2668,F,WH2,5,107,Mechanical,2025-05-11
2669,F,WH2,1,54,Traffic,2024-06-20
2670,G,WH3,1,23,Mechanical,2024-10-10
2671,G,WH4,6,17,Traffic,2024-04-11
2672,F,WH2,7,53,Weather,2025-06-23
2673,C,WH4,7,27,Mechanical,2024-06-06
2674,A,WH2,5,47,Mechanical,2025-11-30
2675,G,WH3,10,48,Mechanical,2025-05-28
2676,F,WH3,8,23,Traffic,2025-07-26
2677,A,WH2,6,65,Traffic,2025-01-30
2678,C,WH2,9,117,Weather,2024-10-28
2679,A,WH1,2,43,Traffic,2024-06-25
2680,G,WH2,2,31,Traffic,2024-07-16
2681,A,WH4,4,77,Weather,2024-08-22
2682,E,WH3,2,109,Mechanical,2024-03-28
2683,J,WH1,7,44,Traffic,2025-09-27
2684,I,WH1,5,8,Mechanical,2025-07-30
2685,F,WH3,3,86,Weather,2025-03-06
2686,G,WH4,9,65,Mechanical,2024-11-04
2687,I,WH1,1,107,Weather,2025-05-01
2688,J,WH1,9,26,Mechanical,2025-04-27
2689,A,WH2,6,91,None,2025-06-18
2690,F,WH2,7,67,None,2025-12-26
2691,J,WH4,6,118,Weather,2024-03-17
2692,D,WH3,3,84,None,2025-04-11
2693,D,WH1,7,3,Mechanical,2024-07-04
2694,D,WH1,8,26,None,2024-08-06
2695,C,WH1,9,20,None,2024-05-10
2696,I,WH1,7,1,Weather,2025-10-22
2697,I,WH3,3,25,Mechanical,2025-12-23
2698,B,WH3,1,7,Weather,2025-06-08
2699,E,WH4,1,117,Weather,2025-07-22
2700,I,WH2,8,12,Weather,2025-04-18
2701,D,WH3,8,113,Traffic,2024-04-27
2702,D,WH2,5,50,None,2025-08-15
2703,D,WH3,6,25,Weather,2024-05-25
2704,B,WH1,9,38,Mechanical,2024-05-27
2705,D,WH2,6,51,Weather,2024-12-15
2706,J,WH3,7,104,Traffic,2024-02-16
2707,C,WH4,8,41,Mechanical,2025-07-22
2708,A,WH3,3,45,Weather,2024-11-13
2709,A,WH3,8,71,Traffic,2025-09-14
2710,G,WH2,3,6,Mechanical,2024-01-21
2711,A,WH3,1,8,Traffic,2025-11-01
2712,I,WH2,1,104,Mechanical,2025-05-31
2713,J,WH4,6,99,Mechanical,2025-07-31
2714,J,WH4,7,82,Traffic,2025-03-09
2715,B,WH1,4,92,None,2024-07-01
2716,H,WH2,9,2,Mechanical,2024-08-08
2717,J,WH3,8,63,Traffic,2024-02-06
2718,I,WH3,9,75,Mechanical,2024-03-08
2719,J,WH3,4,21,Mechanical,2024-10-21
2720,F,WH3,7,20,None,2024-07-14
2721,E,WH2,6,26,Weather,2024-07-21
2722,B,WH3,1,57,None,2025-07-28
2723,A,WH2,9,0,Weather,2025-10-18
2724,A,WH1,2,103,Mechanical,2024-06-09
2725,J,WH3,8,86,None,2025-04-19
2726,G,WH2,4,116,None,2024-07-02
2727,E,WH2,2,65,None,2025-09-04
2728,C,WH2,7,40,Weather,2025-07-01
2729,H,WH1,10,53,Weather,2025-08-25
2730,D,WH1,8,43,Weather,2024-06-02
2731,J,WH4,5,116,Weather,2024-12-07
2732,A,WH3,7,109,Traffic,2024-11-28
2733,I,WH4,3,47,Mechanical,2024-12-19
2734,H,WH3,5,45,None,2025-08-29
2735,B,WH1,10,81,Weather,2024-02-18
2736,F,WH1,9,61,Weather,2024-05-15
2737,J,WH4,8,43,Weather,2024-03-06
2738,A,WH2,10,1,None,2024-10-08
2739,J,WH2,8,66,Traffic,2024-12-30
2740,H,WH1,2,108,None,2024-12-14
2741,J,WH2,2,51,Traffic,2024-01-06
2742,A,WH2,1,65,None,2025-06-08
2743,E,WH1,6,77,None,2025-01-01
2744,C,WH3,6,65,Mechanical,2025-06-02
2745,I,WH2,5,77,None,2024-02-24
2746,D,WH2,6,82,Weather,2025-01-08
2747,B,WH1,2,97,None,2025-07-09
2748,F,WH3,5,51,Traffic,2025-11-12
2749,F,WH4,9,59,None,2024-04-14
2750,D,WH2,6,11,None,2025-02-16
2751,G,WH2,5,6,Mechanical,2025-11-29
2752,G,WH3,1,74,Weather,2025-08-01
2753,A,WH4,8,48,None,2024-08-14
2754,D,WH2,4,90,Mechanical,2024-10-19
2755,G,WH4,7,43,Weather,2024-03-13
2756,C,WH1,9,100,Traffic,2024-02-01
2757,F,WH4,3,82,Weather,2025-10-19
2758,E,WH4,9,91,None,2025-05-17
2759,G,WH1,9,0,None,2025-10-24
2760,B,WH3,8,33,Traffic,2024-01-01
2761,B,WH2,2,57,Mechanical,2025-11-06
2762,B,WH1,9,78,Weather,2025-06-27
2763,C,WH1,7,80,Mechanical,2024-01-27
2764,E,WH4,1,35,Weather,2025-12-17
2765,G,WH4,6,17,None,2025-08-23
2766,B,WH2,2,12,None,2025-03-21
2767,C,WH2,1,96,None,2025-03-30
2768,C,WH1,10,65,Mechanical,2024-03-11
2769,D,WH3,1,104,Mechanical,2025-07-11
2770,G,WH4,2,92,Traffic,2024-12-05
2771,J,WH2,5,27,Mechanical,2025-10-20
2772,B,WH1,9,79,Weather,2024-06-20
2773,E,WH3,6,54,Traffic,2024-05-07
2774,A,WH2,6,32,Traffic,2025-03-18
2775,B,WH4,5,102,None,2025-09-21
2776,G,WH3,5,51,Traffic,2024-04-15
2777,I,WH2,1,87,None,2024-12-31
2778,I,WH2,4,9,None,2024-05-21
2779,C,WH2,7,86,None,2025-07-18
2780,I,WH3,10,94,None,2024-01-30
2781,C,WH4,9,104,Traffic,2025-08-31
2782,F,WH4,8,74,None,2025-07-29
2783,I,WH2,1,113,Weather,2024-09-15
2784,E,WH2,5,61,Weather,2024-04-03
2785,G,WH2,9,32,Traffic,2025-12-24
2786,D,WH4,4,101,Mechanical,2024-03-22
2787,H,WH1,8,19,Mechanical,2024-08-29
2788,E,WH3,1,119,None,2024-06-08
2789,B,WH1,7,32,Weather,2025-12-09
2790,D,WH1,7,19,Mechanical,2024-08-30
2791,B,WH4,4,106,Mechanical,2025-04-27
2792,D,WH1,2,86,Traffic,2024-02-29
2793,D,WH2,6,93,Weather,2025-07-12
2794,G,WH2,3,34,None,2024-07-11
2795,H,WH1,3,66,Mechanical,2025-05-02
2796,F,WH4,5,72,Mechanical,2025-02-23
2797,F,WH3,5,108,Mechanical,2024-05-24
2798,G,WH4,4,47,Mechanical,2025-05-16
2799,C,WH1,10,1,Weather,2024-08-23
2800,G,WH1,2,95,Mechanical,2024-01-26
2801,F,WH3,4,82,None,2025-09-19
2802,H,WH3,8,17,Weather,2025-03-03
2803,I,WH4,4,27,Mechanical,2024-07-06
2804,F,WH3,3,106,Traffic,2025-10-15
2805,C,WH2,10,89,None,2024-03-26
2806,C,WH2,6,43,Weather,2025-07-26
2807,E,WH1,2,67,Weather,2025-02-11
2808,C,WH3,4,36,Mechanical,2025-05-01
2809,G,WH1,5,66,Weather,2025-10-14
2810,H,WH4,4,8,Traffic,2024-05-08
2811,I,WH4,2,57,Mechanical,2024-05-21
2812,G,WH3,6,43,Traffic,2025-06-23
2813,D,WH2,6,101,Mechanical,2024-01-21
2814,D,WH2,8,11,Traffic,2025-05-09
2815,B,WH3,5,65,Weather,2025-05-29
2816,A,WH1,8,14,Traffic,2024-01-12
2817,J,WH4,7,82,None,2025-07-01
2818,F,WH2,7,99,Weather,2024-06-23
2819,H,WH3,7,98,Traffic,2024-10-25
2820,B,WH3,5,101,Mechanical,2025-07-23
2821,A,WH1,4,83,Mechanical,2025-04-29
2822,I,WH2,3,85,Weather,2025-10-29
2823,A,WH1,1,17,Traffic,2025-06-28
2824,A,WH2,10,105,Weather,2024-09-15
2825,F,WH1,9,75,None,2024-04-24
2826,B,WH3,2,93,Mechanical,2025-09-09
2827,G,WH2,9,39,Weather,2025-09-10
2828,C,WH3,8,3,Traffic,2025-11-02
2829,I,WH4,2,104,Traffic,2024-01-25
2830,H,WH4,10,66,None,2025-07-02
2831,G,WH1,10,26,Traffic,2024-05-02
2832,D,WH4,3,63,None,2024-02-27
2833,I,WH1,4,6,Mechanical,2025-11-21
2834,J,WH3,4,73,Traffic,2024-05-08
2835,H,WH4,6,27,None,2025-03-24
2836,A,WH2,1,68,Mechanical,2025-10-02
2837,B,WH3,1,42,Mechanical,2024-02-01
2838,E,WH2,9,58,None,2025-11-08
2839,J,WH3,6,97,Traffic,2025-10-09
2840,H,WH3,9,54,Weather,2025-09-19
2841,A,WH4,9,64,Traffic,2025-03-14
2842,E,WH2,7,108,None,2024-02-04
2843,E,WH4,1,104,Weather,2025-03-04
2844,E,WH1,9,45,Mechanical,2025-03-26
2845,H,WH4,1,59,Weather,2025-11-17
2846,F,WH3,6,42,Traffic,2024-01-29
2847,E,WH3,8,75,Mechanical,2025-09-05
2848,J,WH4,2,52,Mechanical,2025-01-16
2849,F,WH2,3,95,Traffic,2025-02-14
2850,J,WH1,5,30,Weather,2024-03-30
2851,J,WH4,6,49,Traffic,2024-04-13
2852,F,WH2,10,60,Mechanical,2024-04-25
2853,J,WH1,9,114,Traffic,2024-11-10
2854,G,WH3,5,48,Weather,2025-09-11
2855,E,WH3,7,44,Mechanical,2025-03-23
2856,J,WH1,8,103,Mechanical,2024-08-08
2857,C,WH1,6,40,Mechanical,2024-12-14
2858,I,WH4,6,94,Mechanical,2024-03-27
2859,J,WH4,1,118,None,2025-03-06
2860,D,WH4,3,119,Traffic,2024-05-11
2861,C,WH1,5,26,Mechanical,2025-06-28
2862,I,WH2,5,10,None,2025-10-06
2863,E,WH1,1,14,Mechanical,2024-05-27
2864,A,WH2,5,119,Mechanical,2024-10-29
2865,I,WH1,2,87,Weather,2025-11-24
2866,A,WH2,7,34,None,2025-11-26
2867,H,WH4,6,107,Traffic,2025-09-25
2868,E,WH4,8,14,Traffic,2024-01-22
2869,D,WH2,9,12,Traffic,2024-10-28
2870,A,WH3,5,34,Mechanical,2025-12-09
2871,J,WH4,1,14,Mechanical,2024-09-05
2872,E,WH4,3,13,Weather,2024-06-10
2873,A,WH2,5,43,Mechanical,2024-10-12
2874,H,WH4,5,112,Weather,2025-01-08
2875,F,WH1,6,60,Mechanical,2024-09-26
2876,B,WH1,1,58,Weather,2025-11-26
2877,G,WH1,1,34,None,2025-08-02
2878,A,WH2,2,112,None,2024-12-12
2879,C,WH1,9,53,Weather,2024-08-04
2880,J,WH2,2,21,Traffic,2024-03-30
2881,H,WH1,9,81,None,2025-10-11
2882,D,WH2,9,67,Mechanical,2024-09-02
2883,C,WH3,5,31,Mechanical,2024-03-28
2884,G,WH1,4,0,Mechanical,2024-08-11
2885,F,WH4,7,0,Traffic,2025-08-29
2886,I,WH1,10,63,Mechanical,2025-01-22
2887,A,WH4,8,25,Weather,2025-02-12
2888,H,WH1,4,29,Mechanical,2024-08-27
2889,H,WH4,7,83,Traffic,2024-06-16
2890,H,WH4,1,95,None,2025-02-26
2891,A,WH1,2,104,Mechanical,2025-07-22
2892,B,WH3,3,57,None,2025-05-28
2893,H,WH3,10,79,Mechanical,2025-07-20
2894,C,WH3,2,106,Traffic,2025-06-24
2895,H,WH3,8,83,Traffic,2025-02-07
2896,C,WH4,6,99,None,2025-04-02
2897,B,WH4,1,0,Traffic,2024-03-03
2898,J,WH2,10,66,None,2024-09-09
2899,H,WH4,7,29,Weather,2025-02-26
2900,H,WH1,7,108,Mechanical,2024-09-10
2901,I,WH2,1,45,None,2025-12-24
2902,D,WH2,3,32,Traffic,2024-06-02
2903,F,WH2,10,33,Weather,2024-06-09
2904,H,WH1,5,30,None,2024-06-08
2905,J,WH4,8,21,Traffic,2025-01-16
2906,F,WH1,4,32,None,2025-10-22
2907,D,WH1,7,42,Mechanical,2024-11-15
2908,A,WH3,1,38,Weather,2025-10-13
2909,A,WH1,3,118,Traffic,2025-01-27
2910,F,WH1,6,1,Weather,2024-04-20
2911,C,WH1,3,31,None,2025-11-23
2912,E,WH2,4,98,None,2024-06-30
2913,G,WH4,3,63,Mechanical,2024-05-08
2914,A,WH2,10,92,Weather,2024-01-12
